"Province","Lag_Numeric","Lag_Description","RR","Lower","Upper"
"สตูล",7,"Lag 7","0.9923","0.9507","1.0358"
"สมุทรปราการ",7,"Lag 7","0.9971","0.9854","1.0089"
"สมุทรสงคราม",7,"Lag 7","0.9908","0.9605","1.022"
"สระแก้ว",7,"Lag 7","0.9937","0.971","1.017"
"สุพรรณบุรี",7,"Lag 7","1.0148","0.9966","1.0332"
"สุราษฎร์ธานี",7,"Lag 7","1.0016","0.9777","1.0261"
"สุโขทัย",7,"Lag 7","1.0151","0.9949","1.0357"
"หนองคาย",7,"Lag 7","1.0088","0.9962","1.0215"
"อุดรธานี",7,"Lag 7","1.0004","0.9833","1.0178"
"อุตรดิตถ์",7,"Lag 7","1.0036","0.9726","1.0355"
"อุทัยธานี",7,"Lag 7","1.0006","0.9618","1.0409"
"อุบลราชธานี",7,"Lag 7","1.0033","0.9952","1.0115"
"เชียงราย",7,"Lag 7","1.001","0.9955","1.0066"
"เชียงใหม่",7,"Lag 7","1.0033","0.9967","1.0099"
"เพชรบูรณ์",7,"Lag 7","1.0103","0.9781","1.0435"
"เลย",7,"Lag 7","1.0127","1.0004","1.0251"
"แพร่",7,"Lag 7","1.0176","1.0046","1.0309"
"แม่ฮ่องสอน",7,"Lag 7","1.0028","0.987","1.0188"
"กรุงเทพมหานคร",0,"cumulative_Lag 0","1.0089","1.0027","1.0152"
"กาญจนบุรี",0,"cumulative_Lag 0","1.0004","0.9864","1.0146"
"กำแพงเพชร",0,"cumulative_Lag 0","0.9911","0.9651","1.0178"
"ขอนแก่น",0,"cumulative_Lag 0","1.0168","1.0076","1.026"
"จันทบุรี",0,"cumulative_Lag 0","0.9941","0.9402","1.0511"
"ฉะเชิงเทรา",0,"cumulative_Lag 0","1.0255","1.0079","1.0434"
"ชลบุรี",0,"cumulative_Lag 0","1.0105","0.9972","1.024"
"ตรัง",0,"cumulative_Lag 0","1.002","0.9375","1.0709"
"ตราด",0,"cumulative_Lag 0","1.0272","0.9635","1.095"
"ตาก",0,"cumulative_Lag 0","0.9983","0.9815","1.0153"
"นครปฐม",0,"cumulative_Lag 0","1.0079","0.9927","1.0233"
"นครพนม",0,"cumulative_Lag 0","1.0101","0.9949","1.0256"
"นครราชสีมา",0,"cumulative_Lag 0","1.0216","1.0116","1.0317"
"นครศรีธรรมราช",0,"cumulative_Lag 0","1.0422","1.0115","1.0738"
"นครสวรรค์",0,"cumulative_Lag 0","1.0266","1.0129","1.0406"
"นราธิวาส",0,"cumulative_Lag 0","0.9858","0.9607","1.0115"
"น่าน",0,"cumulative_Lag 0","1.0046","0.994","1.0154"
"บุรีรัมย์",0,"cumulative_Lag 0","1.0103","0.9848","1.0365"
"ปทุมธานี",0,"cumulative_Lag 0","0.997","0.9826","1.0117"
"ประจวบคีรีขันธ์",0,"cumulative_Lag 0","1.0304","0.9926","1.0696"
"ปราจีนบุรี",0,"cumulative_Lag 0","1.0189","1.0001","1.0381"
"พระนครศรีอยุธยา",0,"cumulative_Lag 0","1.0081","0.993","1.0235"
"พะเยา",0,"cumulative_Lag 0","0.9928","0.9822","1.0037"
"พิจิตร",0,"cumulative_Lag 0","1.0071","0.9728","1.0426"
"พิษณุโลก",0,"cumulative_Lag 0","1.0166","1.0043","1.029"
"ภูเก็ต",0,"cumulative_Lag 0","1.0131","0.9616","1.0674"
"มุกดาหาร",0,"cumulative_Lag 0","1.0042","0.9372","1.0761"
"ยะลา",0,"cumulative_Lag 0","1.0089","0.9786","1.0401"
"ระยอง",0,"cumulative_Lag 0","1.0251","1.0065","1.044"
"ราชบุรี",0,"cumulative_Lag 0","1.0154","1.0044","1.0264"
"ลพบุรี",0,"cumulative_Lag 0","1.0539","1.0251","1.0836"
"ลำปาง",0,"cumulative_Lag 0","0.9987","0.9889","1.0087"
"ลำพูน",0,"cumulative_Lag 0","0.9936","0.9801","1.0072"
"สกลนคร",0,"cumulative_Lag 0","0.9957","0.9719","1.0201"
"สงขลา",0,"cumulative_Lag 0","1.0128","0.9925","1.0334"
"สตูล",0,"cumulative_Lag 0","0.9972","0.9565","1.0396"
"สมุทรปราการ",0,"cumulative_Lag 0","1.0026","0.9907","1.0146"
"สมุทรสงคราม",0,"cumulative_Lag 0","1.0055","0.9751","1.0367"
"สระแก้ว",0,"cumulative_Lag 0","0.9973","0.9744","1.0207"
"สุพรรณบุรี",0,"cumulative_Lag 0","1.0109","0.9925","1.0296"
"สุราษฎร์ธานี",0,"cumulative_Lag 0","1.0092","0.9852","1.0337"
"สุโขทัย",0,"cumulative_Lag 0","1.0158","0.9964","1.0356"
"หนองคาย",0,"cumulative_Lag 0","1.0131","1.0005","1.0259"
"อุดรธานี",0,"cumulative_Lag 0","1.0154","0.998","1.0331"
"อุตรดิตถ์",0,"cumulative_Lag 0","1.0074","0.9772","1.0386"
"อุทัยธานี",0,"cumulative_Lag 0","0.9884","0.9512","1.0271"
"อุบลราชธานี",0,"cumulative_Lag 0","1.0122","1.0042","1.0202"
"เชียงราย",0,"cumulative_Lag 0","0.9979","0.9926","1.0033"
"เชียงใหม่",0,"cumulative_Lag 0","1.0052","0.9987","1.0117"
"เพชรบูรณ์",0,"cumulative_Lag 0","1.016","0.9851","1.0479"
"เลย",0,"cumulative_Lag 0","1.0068","0.9948","1.019"
"แพร่",0,"cumulative_Lag 0","1.0038","0.9908","1.017"
"แม่ฮ่องสอน",0,"cumulative_Lag 0","0.9977","0.9828","1.0129"
"กรุงเทพมหานคร",1,"cumulative_Lag 1","1.0157","1.0066","1.0249"
"กาญจนบุรี",1,"cumulative_Lag 1","1.002","0.9819","1.0226"
"กำแพงเพชร",1,"cumulative_Lag 1","0.9887","0.9506","1.0283"
"ขอนแก่น",1,"cumulative_Lag 1","1.0259","1.0122","1.0397"
"จันทบุรี",1,"cumulative_Lag 1","0.9975","0.9214","1.08"
"ฉะเชิงเทรา",1,"cumulative_Lag 1","1.0402","1.0141","1.0669"
"ชลบุรี",1,"cumulative_Lag 1","1.0203","1.0007","1.0402"
"ตรัง",1,"cumulative_Lag 1","1.0045","0.9109","1.1076"
"ตราด",1,"cumulative_Lag 1","1.0495","0.9601","1.1474"
"ตาก",1,"cumulative_Lag 1","0.9953","0.9711","1.0201"
"นครปฐม",1,"cumulative_Lag 1","1.0181","0.9959","1.0408"
"นครพนม",1,"cumulative_Lag 1","1.0134","0.9906","1.0368"
"นครราชสีมา",1,"cumulative_Lag 1","1.0358","1.0212","1.0506"
"นครศรีธรรมราช",1,"cumulative_Lag 1","1.0612","1.016","1.1084"
"นครสวรรค์",1,"cumulative_Lag 1","1.0429","1.0225","1.0636"
"นราธิวาส",1,"cumulative_Lag 1","0.9808","0.9446","1.0185"
"น่าน",1,"cumulative_Lag 1","1.0076","0.9922","1.0231"
"บุรีรัมย์",1,"cumulative_Lag 1","1.0213","0.9836","1.0604"
"ปทุมธานี",1,"cumulative_Lag 1","0.9997","0.9786","1.0212"
"ประจวบคีรีขันธ์",1,"cumulative_Lag 1","1.0482","0.9933","1.1061"
"ปราจีนบุรี",1,"cumulative_Lag 1","1.0293","1.0021","1.0573"
"พระนครศรีอยุธยา",1,"cumulative_Lag 1","1.0138","0.9917","1.0365"
"พะเยา",1,"cumulative_Lag 1","0.9879","0.9725","1.0035"
"พิจิตร",1,"cumulative_Lag 1","1.0127","0.9624","1.0656"
"พิษณุโลก",1,"cumulative_Lag 1","1.0276","1.0097","1.0458"
"ภูเก็ต",1,"cumulative_Lag 1","1.014","0.9392","1.0947"
"มุกดาหาร",1,"cumulative_Lag 1","0.9916","0.8926","1.1015"
"ยะลา",1,"cumulative_Lag 1","1.0146","0.9705","1.0606"
"ระยอง",1,"cumulative_Lag 1","1.0356","1.0083","1.0636"
"ราชบุรี",1,"cumulative_Lag 1","1.0242","1.0085","1.0403"
"ลพบุรี",1,"cumulative_Lag 1","1.0818","1.0388","1.1266"
"ลำปาง",1,"cumulative_Lag 1","0.9989","0.9846","1.0134"
"ลำพูน",1,"cumulative_Lag 1","0.9917","0.9724","1.0114"
"สกลนคร",1,"cumulative_Lag 1","0.9942","0.9598","1.0299"
"สงขลา",1,"cumulative_Lag 1","1.0208","0.991","1.0515"
"สตูล",1,"cumulative_Lag 1","0.9975","0.9383","1.0605"
"สมุทรปราการ",1,"cumulative_Lag 1","1.0062","0.9888","1.0239"
"สมุทรสงคราม",1,"cumulative_Lag 1","1.0187","0.9747","1.0647"
"สระแก้ว",1,"cumulative_Lag 1","1.0003","0.9677","1.034"
"สุพรรณบุรี",1,"cumulative_Lag 1","1.016","0.989","1.0437"
"สุราษฎร์ธานี",1,"cumulative_Lag 1","1.0177","0.9823","1.0544"
"สุโขทัย",1,"cumulative_Lag 1","1.0211","0.9926","1.0504"
"หนองคาย",1,"cumulative_Lag 1","1.0181","0.9994","1.0372"
"อุดรธานี",1,"cumulative_Lag 1","1.0257","1.0002","1.0518"
"อุตรดิตถ์",1,"cumulative_Lag 1","1.0126","0.9697","1.0575"
"อุทัยธานี",1,"cumulative_Lag 1","0.9857","0.9321","1.0424"
"อุบลราชธานี",1,"cumulative_Lag 1","1.0169","1.0051","1.0287"
"เชียงราย",1,"cumulative_Lag 1","0.996","0.9883","1.0037"
"เชียงใหม่",1,"cumulative_Lag 1","1.0075","0.998","1.0171"
"เพชรบูรณ์",1,"cumulative_Lag 1","1.0237","0.9778","1.0717"
"เลย",1,"cumulative_Lag 1","1.0075","0.99","1.0253"
"แพร่",1,"cumulative_Lag 1","1.0046","0.9857","1.0239"
"แม่ฮ่องสอน",1,"cumulative_Lag 1","0.9983","0.9774","1.0197"
"กรุงเทพมหานคร",2,"cumulative_Lag 2","1.0205","1.0109","1.0302"
"กาญจนบุรี",2,"cumulative_Lag 2","1.0047","0.9838","1.026"
"กำแพงเพชร",2,"cumulative_Lag 2","0.9922","0.9503","1.0361"
"ขอนแก่น",2,"cumulative_Lag 2","1.028","1.0133","1.0429"
"จันทบุรี",2,"cumulative_Lag 2","1.0087","0.9305","1.0934"
"ฉะเชิงเทรา",2,"cumulative_Lag 2","1.045","1.0172","1.0736"
"ชลบุรี",2,"cumulative_Lag 2","1.0291","1.0083","1.0503"
"ตรัง",2,"cumulative_Lag 2","1.0063","0.9065","1.117"
"ตราด",2,"cumulative_Lag 2","1.0663","0.9779","1.1626"
"ตาก",2,"cumulative_Lag 2","0.9914","0.966","1.0175"
"นครปฐม",2,"cumulative_Lag 2","1.0301","1.0065","1.0541"
"นครพนม",2,"cumulative_Lag 2","1.011","0.9858","1.0369"
"นครราชสีมา",2,"cumulative_Lag 2","1.0431","1.0278","1.0586"
"นครศรีธรรมราช",2,"cumulative_Lag 2","1.0595","1.0119","1.1093"
"นครสวรรค์",2,"cumulative_Lag 2","1.0496","1.0279","1.0717"
"นราธิวาส",2,"cumulative_Lag 2","0.9838","0.9453","1.0238"
"น่าน",2,"cumulative_Lag 2","1.0087","0.9926","1.025"
"บุรีรัมย์",2,"cumulative_Lag 2","1.0328","0.9916","1.0756"
"ปทุมธานี",2,"cumulative_Lag 2","1.007","0.9848","1.0297"
"ประจวบคีรีขันธ์",2,"cumulative_Lag 2","1.0545","0.9973","1.115"
"ปราจีนบุรี",2,"cumulative_Lag 2","1.0322","1.0041","1.061"
"พระนครศรีอยุธยา",2,"cumulative_Lag 2","1.0173","0.9938","1.0413"
"พะเยา",2,"cumulative_Lag 2","0.9848","0.9688","1.0011"
"พิจิตร",2,"cumulative_Lag 2","1.0171","0.9627","1.0745"
"พิษณุโลก",2,"cumulative_Lag 2","1.0334","1.0146","1.0526"
"ภูเก็ต",2,"cumulative_Lag 2","1.0052","0.9262","1.0908"
"มุกดาหาร",2,"cumulative_Lag 2","0.966","0.858","1.0877"
"ยะลา",2,"cumulative_Lag 2","1.0168","0.9704","1.0653"
"ระยอง",2,"cumulative_Lag 2","1.0336","1.0051","1.0629"
"ราชบุรี",2,"cumulative_Lag 2","1.0272","1.0111","1.0436"
"ลพบุรี",2,"cumulative_Lag 2","1.0855","1.0395","1.1335"
"ลำปาง",2,"cumulative_Lag 2","1.0003","0.9853","1.0155"
"ลำพูน",2,"cumulative_Lag 2","0.9937","0.9735","1.0142"
"สกลนคร",2,"cumulative_Lag 2","0.9952","0.959","1.0328"
"สงขลา",2,"cumulative_Lag 2","1.0247","0.993","1.0574"
"สตูล",2,"cumulative_Lag 2","1.0004","0.9372","1.0678"
"สมุทรปราการ",2,"cumulative_Lag 2","1.0104","0.9919","1.0292"
"สมุทรสงคราม",2,"cumulative_Lag 2","1.0384","0.9922","1.0868"
"สระแก้ว",2,"cumulative_Lag 2","1.0081","0.9749","1.0424"
"สุพรรณบุรี",2,"cumulative_Lag 2","1.0163","0.9875","1.0459"
"สุราษฎร์ธานี",2,"cumulative_Lag 2","1.0256","0.9875","1.0652"
"สุโขทัย",2,"cumulative_Lag 2","1.0175","0.9869","1.0491"
"หนองคาย",2,"cumulative_Lag 2","1.0162","0.9961","1.0366"
"อุดรธานี",2,"cumulative_Lag 2","1.0313","1.0044","1.059"
"อุตรดิตถ์",2,"cumulative_Lag 2","1.0159","0.9724","1.0614"
"อุทัยธานี",2,"cumulative_Lag 2","0.9907","0.9334","1.0514"
"อุบลราชธานี",2,"cumulative_Lag 2","1.015","1.0025","1.0278"
"เชียงราย",2,"cumulative_Lag 2","0.9942","0.9865","1.002"
"เชียงใหม่",2,"cumulative_Lag 2","1.0075","0.9974","1.0176"
"เพชรบูรณ์",2,"cumulative_Lag 2","1.0241","0.9737","1.0772"
"เลย",2,"cumulative_Lag 2","1.0032","0.9848","1.0218"
"แพร่",2,"cumulative_Lag 2","1.0031","0.9832","1.0235"
"แม่ฮ่องสอน",2,"cumulative_Lag 2","1.0014","0.9805","1.0226"
"กรุงเทพมหานคร",3,"cumulative_Lag 3","1.0236","1.0142","1.0331"
"กาญจนบุรี",3,"cumulative_Lag 3","1.0077","0.9875","1.0283"
"กำแพงเพชร",3,"cumulative_Lag 3","1.0004","0.9553","1.0477"
"ขอนแก่น",3,"cumulative_Lag 3","1.025","1.0102","1.0399"
"จันทบุรี",3,"cumulative_Lag 3","1.0243","0.9483","1.1064"
"ฉะเชิงเทรา",3,"cumulative_Lag 3","1.0428","1.0149","1.0714"
"ชลบุรี",3,"cumulative_Lag 3","1.0365","1.0159","1.0576"
"ตรัง",3,"cumulative_Lag 3","1.0052","0.9052","1.1163"
"ตราด",3,"cumulative_Lag 3","1.076","0.9946","1.1641"
"ตาก",3,"cumulative_Lag 3","0.9875","0.9624","1.0133"
"นครปฐม",3,"cumulative_Lag 3","1.0423","1.019","1.066"
"นครพนม",3,"cumulative_Lag 3","1.0053","0.9792","1.0321"
"นครราชสีมา",3,"cumulative_Lag 3","1.0452","1.0303","1.0603"
"นครศรีธรรมราช",3,"cumulative_Lag 3","1.0446","0.9981","1.0933"
"นครสวรรค์",3,"cumulative_Lag 3","1.0492","1.0276","1.0712"
"นราธิวาส",3,"cumulative_Lag 3","0.9924","0.9538","1.0326"
"น่าน",3,"cumulative_Lag 3","1.0079","0.9919","1.0241"
"บุรีรัมย์",3,"cumulative_Lag 3","1.0441","1.0011","1.089"
"ปทุมธานี",3,"cumulative_Lag 3","1.0169","0.995","1.0392"
"ประจวบคีรีขันธ์",3,"cumulative_Lag 3","1.0533","0.9971","1.1126"
"ปราจีนบุรี",3,"cumulative_Lag 3","1.0297","1.0029","1.0573"
"พระนครศรีอยุธยา",3,"cumulative_Lag 3","1.0187","0.9955","1.0424"
"พะเยา",3,"cumulative_Lag 3","0.9833","0.9676","0.9993"
"พิจิตร",3,"cumulative_Lag 3","1.0209","0.9649","1.0802"
"พิษณุโลก",3,"cumulative_Lag 3","1.0351","1.0164","1.0542"
"ภูเก็ต",3,"cumulative_Lag 3","0.9919","0.9138","1.0768"
"มุกดาหาร",3,"cumulative_Lag 3","0.9352","0.8248","1.0603"
"ยะลา",3,"cumulative_Lag 3","1.0151","0.9697","1.0626"
"ระยอง",3,"cumulative_Lag 3","1.0241","0.9965","1.0524"
"ราชบุรี",3,"cumulative_Lag 3","1.0258","1.0107","1.0412"
"ลพบุรี",3,"cumulative_Lag 3","1.0728","1.0265","1.1211"
"ลำปาง",3,"cumulative_Lag 3","1.0024","0.9877","1.0173"
"ลำพูน",3,"cumulative_Lag 3","0.9979","0.9781","1.018"
"สกลนคร",3,"cumulative_Lag 3","0.9981","0.9623","1.0353"
"สงขลา",3,"cumulative_Lag 3","1.0258","0.9943","1.0582"
"สตูล",3,"cumulative_Lag 3","1.0045","0.941","1.0722"
"สมุทรปราการ",3,"cumulative_Lag 3","1.0147","0.9964","1.0334"
"สมุทรสงคราม",3,"cumulative_Lag 3","1.0614","1.016","1.1089"
"สระแก้ว",3,"cumulative_Lag 3","1.0186","0.9873","1.051"
"สุพรรณบุรี",3,"cumulative_Lag 3","1.014","0.9852","1.0436"
"สุราษฎร์ธานี",3,"cumulative_Lag 3","1.0326","0.994","1.0727"
"สุโขทัย",3,"cumulative_Lag 3","1.0086","0.977","1.0411"
"หนองคาย",3,"cumulative_Lag 3","1.0098","0.9897","1.0302"
"อุดรธานี",3,"cumulative_Lag 3","1.0332","1.0065","1.0606"
"อุตรดิตถ์",3,"cumulative_Lag 3","1.0179","0.9765","1.061"
"อุทัยธานี",3,"cumulative_Lag 3","1.0009","0.942","1.0635"
"อุบลราชธานี",3,"cumulative_Lag 3","1.0089","0.9962","1.0217"
"เชียงราย",3,"cumulative_Lag 3","0.9927","0.9855","0.9999"
"เชียงใหม่",3,"cumulative_Lag 3","1.0058","0.9959","1.0158"
"เพชรบูรณ์",3,"cumulative_Lag 3","1.0199","0.967","1.0758"
"เลย",3,"cumulative_Lag 3","0.9962","0.9781","1.0147"
"แพร่",3,"cumulative_Lag 3","1.0011","0.9814","1.0211"
"แม่ฮ่องสอน",3,"cumulative_Lag 3","1.0062","0.9866","1.0262"
"กรุงเทพมหานคร",4,"cumulative_Lag 4","1.0254","1.0154","1.0354"
"กาญจนบุรี",4,"cumulative_Lag 4","1.0102","0.9888","1.0321"
"กำแพงเพชร",4,"cumulative_Lag 4","1.0113","0.96","1.0654"
"ขอนแก่น",4,"cumulative_Lag 4","1.0194","1.0038","1.0353"
"จันทบุรี",4,"cumulative_Lag 4","1.0395","0.9574","1.1286"
"ฉะเชิงเทรา",4,"cumulative_Lag 4","1.0378","1.008","1.0684"
"ชลบุรี",4,"cumulative_Lag 4","1.0422","1.0202","1.0646"
"ตรัง",4,"cumulative_Lag 4","0.998","0.8924","1.1162"
"ตราด",4,"cumulative_Lag 4","1.0768","0.9892","1.1722"
"ตาก",4,"cumulative_Lag 4","0.9847","0.9579","1.0123"
"นครปฐม",4,"cumulative_Lag 4","1.0526","1.028","1.0778"
"นครพนม",4,"cumulative_Lag 4","0.9998","0.9717","1.0288"
"นครราชสีมา",4,"cumulative_Lag 4","1.0446","1.0287","1.0607"
"นครศรีธรรมราช",4,"cumulative_Lag 4","1.0277","0.979","1.0789"
"นครสวรรค์",4,"cumulative_Lag 4","1.0456","1.0225","1.0692"
"นราธิวาส",4,"cumulative_Lag 4","1.0031","0.9616","1.0465"
"น่าน",4,"cumulative_Lag 4","1.0051","0.9879","1.0225"
"บุรีรัมย์",4,"cumulative_Lag 4","1.0546","1.0069","1.1045"
"ปทุมธานี",4,"cumulative_Lag 4","1.0263","1.0031","1.0501"
"ประจวบคีรีขันธ์",4,"cumulative_Lag 4","1.0503","0.9901","1.1141"
"ปราจีนบุรี",4,"cumulative_Lag 4","1.0256","0.9974","1.0547"
"พระนครศรีอยุธยา",4,"cumulative_Lag 4","1.0186","0.9942","1.0436"
"พะเยา",4,"cumulative_Lag 4","0.9828","0.966","1"
"พิจิตร",4,"cumulative_Lag 4","1.0252","0.9639","1.0905"
"พิษณุโลก",4,"cumulative_Lag 4","1.0346","1.0142","1.0554"
"ภูเก็ต",4,"cumulative_Lag 4","0.9819","0.8992","1.0721"
"มุกดาหาร",4,"cumulative_Lag 4","0.9089","0.7935","1.0412"
"ยะลา",4,"cumulative_Lag 4","1.0091","0.9614","1.0591"
"ระยอง",4,"cumulative_Lag 4","1.0145","0.9859","1.044"
"ราชบุรี",4,"cumulative_Lag 4","1.0223","1.0066","1.0383"
"ลพบุรี",4,"cumulative_Lag 4","1.0557","1.0059","1.1079"
"ลำปาง",4,"cumulative_Lag 4","1.0047","0.989","1.0205"
"ลำพูน",4,"cumulative_Lag 4","1.0021","0.9809","1.0237"
"สกลนคร",4,"cumulative_Lag 4","1.002","0.9636","1.042"
"สงขลา",4,"cumulative_Lag 4","1.0259","0.9926","1.0604"
"สตูล",4,"cumulative_Lag 4","1.0079","0.9401","1.0805"
"สมุทรปราการ",4,"cumulative_Lag 4","1.0182","0.9988","1.0381"
"สมุทรสงคราม",4,"cumulative_Lag 4","1.0826","1.0339","1.1337"
"สระแก้ว",4,"cumulative_Lag 4","1.0288","0.9957","1.0629"
"สุพรรณบุรี",4,"cumulative_Lag 4","1.0123","0.9817","1.0438"
"สุราษฎร์ธานี",4,"cumulative_Lag 4","1.0386","0.997","1.0818"
"สุโขทัย",4,"cumulative_Lag 4","0.9996","0.9652","1.0352"
"หนองคาย",4,"cumulative_Lag 4","1.0028","0.9817","1.0244"
"อุดรธานี",4,"cumulative_Lag 4","1.0329","1.0045","1.0622"
"อุตรดิตถ์",4,"cumulative_Lag 4","1.0192","0.9749","1.0656"
"อุทัยธานี",4,"cumulative_Lag 4","1.0131","0.948","1.0827"
"อุบลราชธานี",4,"cumulative_Lag 4","1.0015","0.9879","1.0152"
"เชียงราย",4,"cumulative_Lag 4","0.9916","0.9842","0.9991"
"เชียงใหม่",4,"cumulative_Lag 4","1.004","0.9935","1.0145"
"เพชรบูรณ์",4,"cumulative_Lag 4","1.0149","0.9569","1.0765"
"เลย",4,"cumulative_Lag 4","0.9901","0.9708","1.0099"
"แพร่",4,"cumulative_Lag 4","1.001","0.9801","1.0224"
"แม่ฮ่องสอน",4,"cumulative_Lag 4","1.0118","0.9906","1.0334"
"กรุงเทพมหานคร",5,"cumulative_Lag 5","1.0264","1.0157","1.0372"
"กาญจนบุรี",5,"cumulative_Lag 5","1.0112","0.9883","1.0346"
"กำแพงเพชร",5,"cumulative_Lag 5","1.0231","0.9667","1.0828"
"ขอนแก่น",5,"cumulative_Lag 5","1.014","0.9974","1.0309"
"จันทบุรี",5,"cumulative_Lag 5","1.049","0.9616","1.1443"
"ฉะเชิงเทรา",5,"cumulative_Lag 5","1.0343","1.0026","1.067"
"ชลบุรี",5,"cumulative_Lag 5","1.0456","1.022","1.0698"
"ตรัง",5,"cumulative_Lag 5","0.9817","0.8716","1.1057"
"ตราด",5,"cumulative_Lag 5","1.0673","0.9731","1.1705"
"ตาก",5,"cumulative_Lag 5","0.9843","0.9557","1.0138"
"นครปฐม",5,"cumulative_Lag 5","1.0587","1.0324","1.0857"
"นครพนม",5,"cumulative_Lag 5","0.998","0.9678","1.0292"
"นครราชสีมา",5,"cumulative_Lag 5","1.0439","1.0269","1.0612"
"นครศรีธรรมราช",5,"cumulative_Lag 5","1.0197","0.9685","1.0735"
"นครสวรรค์",5,"cumulative_Lag 5","1.0428","1.0181","1.0681"
"นราธิวาส",5,"cumulative_Lag 5","1.0125","0.9678","1.0592"
"น่าน",5,"cumulative_Lag 5","1","0.9819","1.0185"
"บุรีรัมย์",5,"cumulative_Lag 5","1.0632","1.012","1.117"
"ปทุมธานี",5,"cumulative_Lag 5","1.0321","1.0073","1.0576"
"ประจวบคีรีขันธ์",5,"cumulative_Lag 5","1.0513","0.9872","1.1194"
"ปราจีนบุรี",5,"cumulative_Lag 5","1.0233","0.9931","1.0544"
"พระนครศรีอยุธยา",5,"cumulative_Lag 5","1.0175","0.9916","1.044"
"พะเยา",5,"cumulative_Lag 5","0.9827","0.9647","1.0011"
"พิจิตร",5,"cumulative_Lag 5","1.031","0.9649","1.1015"
"พิษณุโลก",5,"cumulative_Lag 5","1.0335","1.0116","1.056"
"ภูเก็ต",5,"cumulative_Lag 5","0.9823","0.8937","1.0797"
"มุกดาหาร",5,"cumulative_Lag 5","0.8963","0.7758","1.0355"
"ยะลา",5,"cumulative_Lag 5","0.9982","0.9478","1.0513"
"ระยอง",5,"cumulative_Lag 5","1.0122","0.9817","1.0436"
"ราชบุรี",5,"cumulative_Lag 5","1.019","1.0023","1.036"
"ลพบุรี",5,"cumulative_Lag 5","1.0459","0.9926","1.1022"
"ลำปาง",5,"cumulative_Lag 5","1.0064","0.9897","1.0234"
"ลำพูน",5,"cumulative_Lag 5","1.004","0.9812","1.0273"
"สกลนคร",5,"cumulative_Lag 5","1.0061","0.9645","1.0494"
"สงขลา",5,"cumulative_Lag 5","1.0272","0.9912","1.0645"
"สตูล",5,"cumulative_Lag 5","1.0086","0.9363","1.0865"
"สมุทรปราการ",5,"cumulative_Lag 5","1.0201","0.9992","1.0414"
"สมุทรสงคราม",5,"cumulative_Lag 5","1.0966","1.0442","1.1517"
"สระแก้ว",5,"cumulative_Lag 5","1.0352","0.9998","1.0719"
"สุพรรณบุรี",5,"cumulative_Lag 5","1.0143","0.9819","1.0477"
"สุราษฎร์ธานี",5,"cumulative_Lag 5","1.0432","0.9983","1.0902"
"สุโขทัย",5,"cumulative_Lag 5","0.9957","0.9593","1.0336"
"หนองคาย",5,"cumulative_Lag 5","0.999","0.9766","1.0219"
"อุดรธานี",5,"cumulative_Lag 5","1.032","1.0014","1.0636"
"อุตรดิตถ์",5,"cumulative_Lag 5","1.0209","0.973","1.0711"
"อุทัยธานี",5,"cumulative_Lag 5","1.0235","0.9533","1.099"
"อุบลราชธานี",5,"cumulative_Lag 5","0.9959","0.9814","1.0107"
"เชียงราย",5,"cumulative_Lag 5","0.9911","0.9834","0.9989"
"เชียงใหม่",5,"cumulative_Lag 5","1.0031","0.9921","1.0142"
"เพชรบูรณ์",5,"cumulative_Lag 5","1.013","0.9511","1.0788"
"เลย",5,"cumulative_Lag 5","0.9883","0.9674","1.0097"
"แพร่",5,"cumulative_Lag 5","1.0054","0.9828","1.0284"
"แม่ฮ่องสอน",5,"cumulative_Lag 5","1.0171","0.9945","1.0402"
"กรุงเทพมหานคร",6,"cumulative_Lag 6","1.0269","1.0159","1.0381"
"กาญจนบุรี",6,"cumulative_Lag 6","1.0101","0.9874","1.0334"
"กำแพงเพชร",6,"cumulative_Lag 6","1.0344","0.977","1.0951"
"ขอนแก่น",6,"cumulative_Lag 6","1.0106","0.9933","1.0282"
"จันทบุรี",6,"cumulative_Lag 6","1.0491","0.967","1.1381"
"ฉะเชิงเทรา",6,"cumulative_Lag 6","1.0353","1.003","1.0687"
"ชลบุรี",6,"cumulative_Lag 6","1.0465","1.0222","1.0714"
"ตรัง",6,"cumulative_Lag 6","0.9545","0.847","1.0757"
"ตราด",6,"cumulative_Lag 6","1.0464","0.9586","1.1423"
"ตาก",6,"cumulative_Lag 6","0.9871","0.9586","1.0165"
"นครปฐม",6,"cumulative_Lag 6","1.0591","1.0325","1.0865"
"นครพนม",6,"cumulative_Lag 6","1.0022","0.9707","1.0348"
"นครราชสีมา",6,"cumulative_Lag 6","1.0449","1.0278","1.0623"
"นครศรีธรรมราช",6,"cumulative_Lag 6","1.0274","0.9763","1.0812"
"นครสวรรค์",6,"cumulative_Lag 6","1.0434","1.0185","1.069"
"นราธิวาส",6,"cumulative_Lag 6","1.0179","0.9727","1.0652"
"น่าน",6,"cumulative_Lag 6","0.9927","0.9749","1.0109"
"บุรีรัมย์",6,"cumulative_Lag 6","1.0694","1.0191","1.1222"
"ปทุมธานี",6,"cumulative_Lag 6","1.0321","1.007","1.0578"
"ประจวบคีรีขันธ์",6,"cumulative_Lag 6","1.0603","0.9981","1.1263"
"ปราจีนบุรี",6,"cumulative_Lag 6","1.0251","0.9946","1.0565"
